model_a,model_b,overlap_question_count,joined_prompt_overlap_count,union_question_count,jaccard_overlap
Meta-Llama-3.1-70B-Instruct-Turbo,command-r-plus-04-2024,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,command-r-plus-08-2024,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-chat,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-coder,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-r1,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-r1-distill-llama-70b,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-r1-distill-qwen-32b,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-r1-local,70,70,294,0.23809523809523808
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-r1-local-2,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-v3,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,deepseek-v3-0324,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,dracarys2-72b-instruct,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,dracarys2-llama-3.1-70b-instruct,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-001,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-002,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-8b-001,0,0,444,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-8b-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-8b-exp-0924,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-flash-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-pro-001,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-pro-002,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-pro-exp-0801,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-1.5-pro-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash,0,0,394,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-001,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-exp,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-lite-001,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-lite-preview-02-05,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-thinking-exp-01-21,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-flash-thinking-exp-1219,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.0-pro-exp-02-05,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-2.5-pro-exp-03-25,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-exp-1114,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-exp-1121,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemini-exp-1206,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-1.1-7b-it,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-2-27b-it,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-2-9b-it,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-3-12b-it,0,0,444,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-3-27b-it,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gemma-3-4b-it,0,0,444,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-3.5-turbo-0125,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-3.5-turbo-1106,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4-0125-preview,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4-0613,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4-1106-preview,294,294,294,1.0
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4-turbo-2024-04-09,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4.5-preview-2025-02-27,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4o-2024-05-13,294,294,394,0.7461928934010152
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4o-2024-08-06,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4o-2024-11-20,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,gpt-4o-mini-2024-07-18,294,294,494,0.5951417004048583
Meta-Llama-3.1-70B-Instruct-Turbo,grok-2,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,grok-2-1212,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,grok-2-mini,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,grok-3,218,218,344,0.6337209302325582
Meta-Llama-3.1-70B-Instruct-Turbo,grok-3-beta,293,293,394,0.7436548223350253
Meta-Llama-3.1-70B-Instruct-Turbo,grok-3-mini-reasoning-beta,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,grok-beta,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,hermes-3-llama-3.1-70b,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,hunyuan-turbos-20250313,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,lcb-math-qwen2-72b-instructv3-merged-50,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,learnlm-1.5-pro-experimental,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,llama-2-7b-chat-hf,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,llama-3.1-nemotron-70b-instruct,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,llama-3.3-70b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,llama-4-maverick-17b-128e-instruct,180,180,494,0.3643724696356275
Meta-Llama-3.1-70B-Instruct-Turbo,mathstral-7B-v0.1,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama-3-70b-instruct,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama-3-8b-instruct,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama-3.1-405b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama-3.1-70b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama-3.1-8b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-7b-instruct-v0.2,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-large,0,0,394,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-large-2402,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-large-2407,293,293,394,0.7436548223350253
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-large-2411,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-small-2402,293,293,394,0.7436548223350253
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-small-2409,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-small-2501,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,mistral-small-2503,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,mixtral-8x22b-instruct-v0.1,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,mixtral-8x7b-instruct-v0.1,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,o1,128,128,294,0.43537414965986393
Meta-Llama-3.1-70B-Instruct-Turbo,o1-2024-12-17-high,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,o1-2024-12-17-low,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,o1-2024-12-17-medium,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,o1-mini-2024-09-12,293,293,494,0.5931174089068826
Meta-Llama-3.1-70B-Instruct-Turbo,o1-preview-2024-09-12,293,293,394,0.7436548223350253
Meta-Llama-3.1-70B-Instruct-Turbo,o3-mini-2025-01-31-high,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,o3-mini-2025-01-31-low,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,o3-mini-2025-01-31-medium,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,olmo-2-1124-13b-instruct,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,open-mistral-nemo,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,open-mixtral-8x22b,40,40,494,0.08097165991902834
Meta-Llama-3.1-70B-Instruct-Turbo,open-mixtral-8x7b,40,40,294,0.1360544217687075
Meta-Llama-3.1-70B-Instruct-Turbo,perplexity-sonar-reasoning,38,38,294,0.1292517006802721
Meta-Llama-3.1-70B-Instruct-Turbo,phi-3-medium-4k-instruct,0,0,344,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,phi-3-mini-128k-instruct,15,15,394,0.03807106598984772
Meta-Llama-3.1-70B-Instruct-Turbo,phi-3-mini-4k-instruct,15,15,394,0.03807106598984772
Meta-Llama-3.1-70B-Instruct-Turbo,phi-3-small-8k-instruct,0,0,344,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,phi-4,128,128,494,0.2591093117408907
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-0.5b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-1.8b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-110b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-4b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-72b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen1.5-7b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2-72b-instruct,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2-math-72b-instruct,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2.5-72b-instruct-turbo,15,15,394,0.03807106598984772
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2.5-7b-instruct-turbo,15,15,394,0.03807106598984772
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2.5-coder-32b-instruct,0,0,392,0.0
Meta-Llama-3.1-70B-Instruct-Turbo,qwen2.5-max,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,qwq-32b,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,qwq-32b-preview,218,218,494,0.44129554655870445
Meta-Llama-3.1-70B-Instruct-Turbo,reflection-llama-3.1-70b,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,sky-t1-32b-preview,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,sonar,293,293,394,0.7436548223350253
Meta-Llama-3.1-70B-Instruct-Turbo,sonar-pro,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,starling-lm-7b-beta,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,step-2-16k-202411,293,293,494,0.5931174089068826
Meta-Llama-3.1-70B-Instruct-Turbo,vicuna-7b-v1.5,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,vicuna-7b-v1.5-16k,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,wbot-4:347b_no_s,218,218,394,0.5532994923857868
Meta-Llama-3.1-70B-Instruct-Turbo,yi-6b-chat,15,15,294,0.05102040816326531
Meta-Llama-3.1-70B-Instruct-Turbo,zephyr-7b-alpha,293,293,294,0.9965986394557823
Meta-Llama-3.1-70B-Instruct-Turbo,zephyr-7b-beta,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,Mistral-7B-Instruct-v0.2,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Mistral-7B-Instruct-v0.3,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Mixtral-8x22B-Instruct-v0.1,254,254,294,0.8639455782312925
Meta-Llama-3.1-8B-Instruct-Turbo,Mixtral-8x7B-Instruct-v0.1,254,254,294,0.8639455782312925
Meta-Llama-3.1-8B-Instruct-Turbo,OpenHermes-2.5-Mistral-7B,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-medium-128k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-medium-4k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-mini-128k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-mini-4k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-small-128k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3-small-8k-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3.5-MoE-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Phi-3.5-mini-instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,QwQ-32B-Preview,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-0.5B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-1.8B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-110B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-4B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-72B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen1.5-7B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2-0.5B-Instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2-1.5B-Instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2-72B-Instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2-7B-Instruct,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2.5-72B-Instruct-Turbo,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2.5-7B-Instruct-Turbo,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,Qwen2.5-Coder-32B-Instruct,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,Reflection-Llama-3.1-70B,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Smaug-Qwen2-72B-Instruct,40,40,294,0.1360544217687075
Meta-Llama-3.1-8B-Instruct-Turbo,Starling-LM-7B-beta,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,Yi-6B-Chat,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,acm_rewrite_qwen2-72B-Chat,254,254,294,0.8639455782312925
Meta-Llama-3.1-8B-Instruct-Turbo,amazon.nova-lite-v1:0,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,amazon.nova-micro-v1:0,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,amazon.nova-pro-v1:0,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,azerogpt,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,chatgpt-4o-latest-2025-01-29,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,chatgpt-4o-latest-2025-01-30,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,chatgpt-4o-latest-2025-03-27,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-5-haiku-20241022,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-5-opus-20240229,0,0,298,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-5-sonnet-20240620,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-5-sonnet-20241022,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-7-sonnet-20250219-base,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-7-sonnet-20250219-thinking-25k,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-7-sonnet-20250219-thinking-64k,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-haiku-20240307,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-opus-20240229,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,claude-3-sonnet-20240229,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,codegen3_5k-qwen2.5-72b-instruct-2-chk-50,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,coding-meta-llama-3.1-70b-instruct-chk-50,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,coding2-amcfull-apifull-mmlu12k-meta-llama-3.1-70b-instruct-chk-150,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,command-a-03-2025,0,0,444,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,command-r-03-2024,294,294,344,0.8546511627906976
Meta-Llama-3.1-8B-Instruct-Turbo,command-r-08-2024,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,command-r-plus-04-2024,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,command-r-plus-08-2024,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-chat,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-coder,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-r1,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-r1-distill-llama-70b,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-r1-distill-qwen-32b,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-r1-local,70,70,294,0.23809523809523808
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-r1-local-2,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-v3,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,deepseek-v3-0324,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,dracarys2-72b-instruct,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,dracarys2-llama-3.1-70b-instruct,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-001,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-002,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-8b-001,0,0,444,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-8b-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-8b-exp-0924,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-flash-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-pro-001,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-pro-002,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-pro-exp-0801,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-1.5-pro-exp-0827,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash,0,0,394,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-001,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-exp,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-lite-001,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-lite-preview-02-05,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-thinking-exp-01-21,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-flash-thinking-exp-1219,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.0-pro-exp-02-05,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-2.5-pro-exp-03-25,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-exp-1114,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-exp-1121,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemini-exp-1206,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-1.1-7b-it,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-2-27b-it,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-2-9b-it,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-3-12b-it,0,0,444,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-3-27b-it,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gemma-3-4b-it,0,0,444,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-3.5-turbo-0125,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-3.5-turbo-1106,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4-0125-preview,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4-0613,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4-1106-preview,294,294,294,1.0
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4-turbo-2024-04-09,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4.5-preview-2025-02-27,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4o-2024-05-13,294,294,394,0.7461928934010152
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4o-2024-08-06,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4o-2024-11-20,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,gpt-4o-mini-2024-07-18,294,294,494,0.5951417004048583
Meta-Llama-3.1-8B-Instruct-Turbo,grok-2,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,grok-2-1212,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,grok-2-mini,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,grok-3,218,218,344,0.6337209302325582
Meta-Llama-3.1-8B-Instruct-Turbo,grok-3-beta,293,293,394,0.7436548223350253
Meta-Llama-3.1-8B-Instruct-Turbo,grok-3-mini-reasoning-beta,218,218,394,0.5532994923857868
Meta-Llama-3.1-8B-Instruct-Turbo,grok-beta,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,hermes-3-llama-3.1-70b,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,hunyuan-turbos-20250313,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,lcb-math-qwen2-72b-instructv3-merged-50,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,learnlm-1.5-pro-experimental,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,llama-2-7b-chat-hf,15,15,294,0.05102040816326531
Meta-Llama-3.1-8B-Instruct-Turbo,llama-3.1-nemotron-70b-instruct,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,llama-3.3-70b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,llama-4-maverick-17b-128e-instruct,180,180,494,0.3643724696356275
Meta-Llama-3.1-8B-Instruct-Turbo,mathstral-7B-v0.1,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama-3-70b-instruct,15,15,294,0.05102040816326531
Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama-3-8b-instruct,15,15,294,0.05102040816326531
Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama-3.1-405b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama-3.1-70b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama-3.1-8b-instruct-turbo,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-7b-instruct-v0.2,15,15,294,0.05102040816326531
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-large,0,0,394,0.0
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-large-2402,293,293,294,0.9965986394557823
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-large-2407,293,293,394,0.7436548223350253
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-large-2411,218,218,494,0.44129554655870445
Meta-Llama-3.1-8B-Instruct-Turbo,mistral-small-2402,293,293,394,0.7436548223350253
